,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,1,1,1,0,0,2,1,0,4,0,3,1,0,1,2,1,8,4,3,0,1,0,1,0,1,0,1,6
31,1,2,0,0,0,0,0,0,3,0,0,0,0,4,1,0,0,0,2,2,0,0,0,0,0,8,1,1,0,0,0,10,1,0,1,1,1,0,3,2,0,1,0,1,0,1,0,0,0,3
32,0,0,0,0,0,0,1,0,1,0,0,4,0,0,1,0,0,0,8,0,1,0,0,1,1,0,0,0,1,0,1,2,9,1,1,2,2,1,3,1,1,1,1,1,0,1,0,0,0,3
33,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,3,0,0,1,4,15,0,1,5,0,1,0,3,1,1,0,0,1,0,0,0,3
34,1,4,0,0,1,1,0,0,0,0,0,2,0,0,4,0,2,0,3,0,0,0,0,4,0,1,2,0,2,0,1,5,1,1,8,0,0,1,0,1,1,0,0,2,0,2,0,0,0,0
35,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,3,0,2,3,0,2,0,4,5,3,0,5,3,4,0,1,1,0,1,0,0,5
36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,0,0,0,1,3,1,1,1,0,1,0,0,12,1,3,4,3,1,2,1,0,1,1,1,1,3
37,1,1,1,0,0,1,0,1,0,0,2,1,0,0,1,0,0,0,3,0,0,3,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,10,3,0,2,1,1,3,2,5,0,1,0,1
38,0,1,0,0,0,0,1,0,2,1,0,0,0,2,2,0,0,1,2,3,0,1,0,1,0,0,1,2,1,0,5,1,0,0,1,0,0,0,6,1,3,3,0,0,0,1,0,0,0,8
39,1,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,1,0,1,0,0,0,2,2,1,1,2,0,0,1,0,0,1,4,14,1,2,3,0,0,0,0,1,0,2
40,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,1,1,0,0,4,0,0,0,2,1,1,2,0,0,2,0,3,3,0,2,1,10,1,2,1,0,1,1,0,0,3
41,2,1,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,1,0,3,3,0,1,1,0,1,3,2,2,3,4,3,2,7,1,0,1,0,0,1,0,0
42,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,1,0,0,0,2,1,0,1,1,0,0,1,0,3,0,0,1,1,12,0,1,0,1,6,0,3
43,1,0,0,1,3,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,0,2,0,0,1,0,0,0,1,0,0,1,3,0,1,0,1,0,2,2,0,1,0,9,1,3,2,3,1,4
44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,1,0,3,0,0,0,0,1,5,17,2,7,2,1,3
45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,2,0,4,0,0,2,0,1,0,0,0,0,0,1,0,4,3,0,2,0,0,2,4,11,3,1,0,3
46,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,2,0,1,1,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,26,2,4,0
47,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,35,2,3
48,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,1,2,0,34,2
49,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,39
